<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2024.12.18	15:45:00	1.04897	1.04942	1.04875	1.04921	1787	0	2
2024.12.18	16:00:00	1.04920	1.04960	1.04889	1.04920	2044	0	2
2024.12.18	16:15:00	1.04920	1.04943	1.04880	1.04888	1451	0	2
2024.12.18	16:30:00	1.04889	1.04930	1.04874	1.04896	1618	0	2
2024.12.18	16:45:00	1.04896	1.05031	1.04893	1.04965	1840	0	2
2024.12.18	17:00:00	1.04965	1.04987	1.04897	1.04898	1675	0	2
2024.12.18	17:15:00	1.04898	1.04910	1.04854	1.04888	1344	0	2
2024.12.18	17:30:00	1.04888	1.04898	1.04845	1.04871	1208	0	2
2024.12.18	17:45:00	1.04872	1.04874	1.04700	1.04738	2182	0	2
2024.12.18	18:00:00	1.04738	1.04758	1.04697	1.04746	1375	0	2
2024.12.18	18:15:00	1.04745	1.04808	1.04730	1.04752	1242	0	2
2024.12.18	18:30:00	1.04753	1.04773	1.04681	1.04711	1447	0	2
2024.12.18	18:45:00	1.04711	1.04711	1.04670	1.04690	1244	0	2
2024.12.18	19:00:00	1.04690	1.04752	1.04688	1.04740	1101	0	2
2024.12.18	19:15:00	1.04740	1.04755	1.04697	1.04747	1064	0	2
2024.12.18	19:30:00	1.04746	1.04780	1.04736	1.04773	867	0	2
2024.12.18	19:45:00	1.04774	1.04800	1.04731	1.04753	867	0	2
2024.12.18	20:00:00	1.04753	1.04794	1.04736	1.04781	803	0	2
2024.12.18	20:15:00	1.04781	1.04844	1.04778	1.04844	668	0	2
2024.12.18	20:30:00	1.04845	1.04920	1.04845	1.04911	1093	0	2
2024.12.18	20:45:00	1.04911	1.04923	1.04854	1.04863	1022	0	2
2024.12.18	21:00:00	1.04863	1.04863	1.04110	1.04143	7976	0	2
2024.12.18	21:15:00	1.04144	1.04271	1.04138	1.04151	3829	0	2
2024.12.18	21:30:00	1.04152	1.04237	1.03885	1.03911	5368	0	3
2024.12.18	21:45:00	1.03911	1.03933	1.03733	1.03772	5462	0	2
2024.12.18	22:00:00	1.03772	1.03804	1.03546	1.03624	4871	0	2
2024.12.18	22:15:00	1.03625	1.03713	1.03439	1.03560	4725	0	2
2024.12.18	22:30:00	1.03559	1.03632	1.03499	1.03560	3036	0	2
2024.12.18	22:45:00	1.03560	1.03719	1.03536	1.03650	3061	0	2
2024.12.18	23:00:00	1.03650	1.03759	1.03649	1.03723	1453	0	3
2024.12.18	23:15:00	1.03723	1.03730	1.03632	1.03658	926	0	3
2024.12.18	23:30:00	1.03658	1.03676	1.03614	1.03661	783	0	2
2024.12.18	23:45:00	1.03661	1.03663	1.03482	1.03492	1601	0	2
2024.12.19	00:00:00	1.03496	1.03517	1.03488	1.03496	80	0	42
2024.12.19	00:15:00	1.03492	1.03517	1.03472	1.03501	398	0	22
2024.12.19	00:30:00	1.03502	1.03530	1.03492	1.03517	284	0	13
2024.12.19	00:45:00	1.03519	1.03519	1.03480	1.03503	449	0	9
2024.12.19	01:00:00	1.03503	1.03607	1.03489	1.03581	1196	0	2
2024.12.19	01:15:00	1.03580	1.03600	1.03543	1.03549	890	0	2
2024.12.19	01:30:00	1.03549	1.03581	1.03540	1.03540	628	0	2
2024.12.19	01:45:00	1.03541	1.03543	1.03475	1.03507	897	0	2
2024.12.19	02:00:00	1.03507	1.03634	1.03504	1.03622	1494	0	2
2024.12.19	02:15:00	1.03624	1.03673	1.03618	1.03657	1188	0	2
2024.12.19	02:30:00	1.03657	1.03739	1.03649	1.03738	1122	0	2
2024.12.19	02:45:00	1.03735	1.03801	1.03721	1.03732	1691	0	2
2024.12.19	03:00:00	1.03731	1.03765	1.03714	1.03747	1515	0	2
2024.12.19	03:15:00	1.03747	1.03800	1.03732	1.03750	1236	0	2
2024.12.19	03:30:00	1.03750	1.03780	1.03711	1.03765	1297	0	2
2024.12.19	03:45:00	1.03765	1.03785	1.03733	1.03780	865	0	2
2024.12.19	04:00:00	1.03780	1.03792	1.03731	1.03732	814	0	2
2024.12.19	04:15:00	1.03732	1.03794	1.03724	1.03765	768	0	2
2024.12.19	04:30:00	1.03766	1.03773	1.03741	1.03750	776	0	2
2024.12.19	04:45:00	1.03751	1.03906	1.03733	1.03901	1988	0	2
2024.12.19	05:00:00	1.03901	1.03909	1.03744	1.03794	1185	0	2
2024.12.19	05:15:00	1.03794	1.03837	1.03788	1.03806	869	0	2
2024.12.19	05:30:00	1.03805	1.03813	1.03774	1.03806	665	0	2
2024.12.19	05:45:00	1.03805	1.03812	1.03772	1.03783	534	0	2
2024.12.19	06:00:00	1.03781	1.03795	1.03747	1.03779	541	0	2
2024.12.19	06:15:00	1.03778	1.03805	1.03771	1.03800	494	0	2
2024.12.19	06:30:00	1.03800	1.03821	1.03773	1.03781	537	0	2
2024.12.19	06:45:00	1.03781	1.03804	1.03758	1.03789	639	0	2
2024.12.19	07:00:00	1.03790	1.03828	1.03780	1.03806	671	0	2
2024.12.19	07:15:00	1.03807	1.03852	1.03799	1.03845	586	0	2
2024.12.19	07:30:00	1.03846	1.03856	1.03795	1.03809	775	0	2
2024.12.19	07:45:00	1.03810	1.03820	1.03760	1.03819	900	0	2
2024.12.19	08:00:00	1.03819	1.03819	1.03773	1.03800	1003	0	2
2024.12.19	08:15:00	1.03800	1.03873	1.03798	1.03872	1071	0	2
2024.12.19	08:30:00	1.03872	1.03882	1.03826	1.03837	1830	0	2
2024.12.19	08:45:00	1.03837	1.03876	1.03820	1.03852	1582	0	2
2024.12.19	09:00:00	1.03852	1.04095	1.03850	1.04078	2791	0	2
2024.12.19	09:15:00	1.04078	1.04078	1.03968	1.03986	1986	0	2
2024.12.19	09:30:00	1.03986	1.04005	1.03903	1.03986	2216	0	2
2024.12.19	09:45:00	1.03986	1.03999	1.03939	1.03950	1579	0	2
2024.12.19	10:00:00	1.03948	1.04052	1.03903	1.04005	2575	0	2
2024.12.19	10:15:00	1.04005	1.04019	1.03933	1.03998	2046	0	2
2024.12.19	10:30:00	1.03998	1.04071	1.03917	1.04063	2131	0	2
2024.12.19	10:45:00	1.04063	1.04093	1.03998	1.04084	2618	0	2
2024.12.19	11:00:00	1.04084	1.04200	1.04080	1.04200	2714	0	2
2024.12.19	11:15:00	1.04199	1.04199	1.04149	1.04199	1814	0	2
2024.12.19	11:30:00	1.04199	1.04223	1.04116	1.04193	1950	0	2
2024.12.19	11:45:00	1.04193	1.04196	1.04084	1.04124	2013	0	2
2024.12.19	12:00:00	1.04125	1.04125	1.04040	1.04107	1740	0	2
2024.12.19	12:15:00	1.04107	1.04158	1.04092	1.04100	1557	0	2
2024.12.19	12:30:00	1.04099	1.04138	1.04072	1.04090	1654	0	2
2024.12.19	12:45:00	1.04091	1.04129	1.04045	1.04053	1364	0	2
2024.12.19	13:00:00	1.04052	1.04127	1.04049	1.04098	1590	0	2
2024.12.19	13:15:00	1.04099	1.04154	1.04081	1.04105	1460	0	2
2024.12.19	13:30:00	1.04104	1.04122	1.04042	1.04044	1402	0	2
2024.12.19	13:45:00	1.04044	1.04062	1.03998	1.04032	1370	0	2
2024.12.19	14:00:00	1.04032	1.04086	1.03988	1.04037	2376	0	2
2024.12.19	14:15:00	1.04037	1.04060	1.03993	1.04006	1476	0	2
2024.12.19	14:30:00	1.04006	1.04095	1.03991	1.04011	1941	0	2
2024.12.19	14:45:00	1.04011	1.04103	1.03907	1.03936	2159	0	2
2024.12.19	15:00:00	1.03935	1.04022	1.03857	1.03998	2200	0	2
2024.12.19	15:15:00	1.03998	1.04119	1.03997	1.04070	2116	0	2
2024.12.19	15:30:00	1.04076	1.04140	1.03957	1.04081	4085	0	2
2024.12.19	15:45:00	1.04081	1.04106	1.03968	1.03990	2369	0	2
2024.12.19	16:00:00	1.03988	1.04071	1.03958	1.04003	2359	0	2
2024.12.19	16:15:00	1.04002	1.04021	1.03938	1.03999	2201	0	2
2024.12.19	16:30:00	1.03999	1.04051	1.03968	1.03988	2349	0	2
2024.12.19	16:45:00	1.03988	1.04011	1.03952	1.03958	2302	0	2
2024.12.19	17:00:00	1.03958	1.04018	1.03901	1.03953	2352	0	2
2024.12.19	17:15:00	1.03953	1.04013	1.03930	1.03998	2330	0	2
2024.12.19	17:30:00	1.03998	1.04010	1.03873	1.03890	2473	0	2
2024.12.19	17:45:00	1.03890	1.03899	1.03769	1.03800	2838	0	2
2024.12.19	18:00:00	1.03799	1.03804	1.03685	1.03685	2502	0	2
2024.12.19	18:15:00	1.03685	1.03845	1.03682	1.03825	2797	0	2
2024.12.19	18:30:00	1.03825	1.03844	1.03719	1.03729	1964	0	2
2024.12.19	18:45:00	1.03727	1.03728	1.03561	1.03567	1901	0	2
2024.12.19	19:00:00	1.03567	1.03697	1.03547	1.03650	1677	0	2
2024.12.19	19:15:00	1.03648	1.03763	1.03642	1.03743	1363	0	2
2024.12.19	19:30:00	1.03741	1.03742	1.03661	1.03686	1593	0	2
2024.12.19	19:45:00	1.03685	1.03698	1.03591	1.03615	1490	0	2
2024.12.19	20:00:00	1.03616	1.03690	1.03552	1.03688	1687	0	2
2024.12.19	20:15:00	1.03689	1.03727	1.03661	1.03685	1347	0	2
2024.12.19	20:30:00	1.03684	1.03706	1.03650	1.03683	1147	0	2
2024.12.19	20:45:00	1.03683	1.03755	1.03657	1.03740	1188	0	2
2024.12.19	21:00:00	1.03739	1.03772	1.03698	1.03706	1261	0	3
2024.12.19	21:15:00	1.03705	1.03715	1.03631	1.03653	970	0	2
2024.12.19	21:30:00	1.03652	1.03681	1.03644	1.03662	971	0	2
2024.12.19	21:45:00	1.03661	1.03662	1.03612	1.03613	1082	0	2
2024.12.19	22:00:00	1.03614	1.03677	1.03586	1.03672	1008	0	3
2024.12.19	22:15:00	1.03672	1.03685	1.03656	1.03672	1077	0	2
2024.12.19	22:30:00	1.03672	1.03687	1.03641	1.03681	886	0	2
2024.12.19	22:45:00	1.03681	1.03692	1.03663	1.03680	730	0	2
2024.12.19	23:00:00	1.03679	1.03679	1.03606	1.03616	284	0	3
2024.12.19	23:15:00	1.03616	1.03633	1.03608	1.03632	313	0	3
2024.12.19	23:30:00	1.03632	1.03646	1.03625	1.03629	241	0	2
2024.12.19	23:45:00	1.03629	1.03642	1.03617	1.03629	253	0	2
2024.12.20	00:00:00	1.03615	1.03635	1.03612	1.03633	158	0	30
2024.12.20	00:15:00	1.03633	1.03640	1.03625	1.03633	118	0	15
2024.12.20	00:30:00	1.03633	1.03649	1.03629	1.03648	253	0	12
2024.12.20	00:45:00	1.03649	1.03655	1.03639	1.03652	178	0	6
2024.12.20	01:00:00	1.03652	1.03658	1.03612	1.03623	316	0	2
2024.12.20	01:15:00	1.03622	1.03644	1.03618	1.03620	312	0	2
2024.12.20	01:30:00	1.03620	1.03632	1.03611	1.03625	348	0	2
2024.12.20	01:45:00	1.03625	1.03647	1.03625	1.03645	307	0	2
2024.12.20	02:00:00	1.03645	1.03692	1.03626	1.03653	718	0	2
2024.12.20	02:15:00	1.03653	1.03670	1.03645	1.03666	527	0	2
2024.12.20	02:30:00	1.03667	1.03670	1.03616	1.03623	609	0	2
2024.12.20	02:45:00	1.03623	1.03671	1.03622	1.03650	872	0	2
2024.12.20	03:00:00	1.03651	1.03652	1.03598	1.03607	1149	0	2
2024.12.20	03:15:00	1.03606	1.03659	1.03587	1.03635	978	0	2
2024.12.20	03:30:00	1.03636	1.03675	1.03633	1.03651	857	0	2
2024.12.20	03:45:00	1.03651	1.03666	1.03628	1.03635	726	0	2
2024.12.20	04:00:00	1.03634	1.03647	1.03601	1.03632	673	0	2
2024.12.20	04:15:00	1.03632	1.03648	1.03615	1.03641	731	0	2
2024.12.20	04:30:00	1.03642	1.03643	1.03605	1.03606	591	0	2
2024.12.20	04:45:00	1.03607	1.03640	1.03599	1.03635	624	0	2
2024.12.20	05:00:00	1.03635	1.03656	1.03614	1.03634	486	0	2
2024.12.20	05:15:00	1.03635	1.03646	1.03613	1.03627	457	0	2
2024.12.20	05:30:00	1.03626	1.03634	1.03594	1.03600	536	0	2
2024.12.20	05:45:00	1.03601	1.03624	1.03591	1.03619	458	0	2
2024.12.20	06:00:00	1.03620	1.03631	1.03606	1.03614	487	0	2
2024.12.20	06:15:00	1.03614	1.03619	1.03598	1.03610	591	0	2
2024.12.20	06:30:00	1.03610	1.03631	1.03606	1.03613	490	0	2
2024.12.20	06:45:00	1.03615	1.03624	1.03585	1.03588	369	0	2
2024.12.20	07:00:00	1.03587	1.03611	1.03568	1.03608	505	0	2
2024.12.20	07:15:00	1.03608	1.03619	1.03584	1.03585	401	0	2
2024.12.20	07:30:00	1.03585	1.03622	1.03565	1.03616	518	0	2
2024.12.20	07:45:00	1.03618	1.03667	1.03606	1.03663	771	0	2
2024.12.20	08:00:00	1.03662	1.03698	1.03430	1.03503	2516	0	2
2024.12.20	08:15:00	1.03504	1.03621	1.03495	1.03621	1967	0	2
2024.12.20	08:30:00	1.03620	1.03710	1.03613	1.03703	1239	0	2
2024.12.20	08:45:00	1.03703	1.03774	1.03671	1.03747	1223	0	2
2024.12.20	09:00:00	1.03747	1.03818	1.03732	1.03786	1810	0	2
2024.12.20	09:15:00	1.03785	1.03816	1.03725	1.03779	1754	0	2
2024.12.20	09:30:00	1.03779	1.03806	1.03727	1.03800	1770	0	2
2024.12.20	09:45:00	1.03799	1.03854	1.03780	1.03828	1707	0	2
2024.12.20	10:00:00	1.03827	1.03919	1.03779	1.03916	1925	0	2
2024.12.20	10:15:00	1.03916	1.03985	1.03890	1.03947	1666	0	2
2024.12.20	10:30:00	1.03946	1.03979	1.03924	1.03940	1529	0	2
2024.12.20	10:45:00	1.03939	1.03979	1.03904	1.03921	1309	0	2
2024.12.20	11:00:00	1.03920	1.03923	1.03807	1.03817	1593	0	2
2024.12.20	11:15:00	1.03817	1.03857	1.03782	1.03826	1324	0	2
2024.12.20	11:30:00	1.03825	1.03842	1.03790	1.03795	1259	0	2
2024.12.20	11:45:00	1.03795	1.03866	1.03758	1.03827	1443	0	2
2024.12.20	12:00:00	1.03827	1.03902	1.03826	1.03859	1095	0	2
2024.12.20	12:15:00	1.03858	1.03885	1.03813	1.03866	943	0	2
2024.12.20	12:30:00	1.03865	1.03897	1.03834	1.03887	1005	0	2
2024.12.20	12:45:00	1.03888	1.03932	1.03869	1.03918	991	0	2
2024.12.20	13:00:00	1.03917	1.03918	1.03795	1.03855	1056	0	2
2024.12.20	13:15:00	1.03854	1.03883	1.03801	1.03881	1335	0	2
2024.12.20	13:30:00	1.03881	1.03974	1.03872	1.03906	1195	0	2
2024.12.20	13:45:00	1.03905	1.03948	1.03902	1.03914	1019	0	2
2024.12.20	14:00:00	1.03914	1.03951	1.03907	1.03941	1092	0	2
2024.12.20	14:15:00	1.03942	1.03987	1.03924	1.03983	1136	0	2
2024.12.20	14:30:00	1.03983	1.04005	1.03938	1.03969	1203	0	2
2024.12.20	14:45:00	1.03968	1.03989	1.03879	1.03895	1527	0	2
2024.12.20	15:00:00	1.03895	1.03936	1.03876	1.03933	1253	0	2
2024.12.20	15:15:00	1.03933	1.04012	1.03914	1.03989	1370	0	2
2024.12.20	15:30:00	1.03983	1.04190	1.03983	1.04137	3451	0	2
2024.12.20	15:45:00	1.04137	1.04137	1.04031	1.04074	2410	0	2
2024.12.20	16:00:00	1.04075	1.04090	1.03934	1.03960	2493	0	2
2024.12.20	16:15:00	1.03960	1.03987	1.03890	1.03924	1829	0	2
2024.12.20	16:30:00	1.03924	1.03980	1.03895	1.03900	2898	0	2
2024.12.20	16:45:00	1.03899	1.03969	1.03860	1.03938	2425	0	2
2024.12.20	17:00:00	1.03930	1.04073	1.03925	1.03994	2764	0	2
2024.12.20	17:15:00	1.03994	1.04052	1.03915	1.03942	2465	0	2
2024.12.20	17:30:00	1.03942	1.04070	1.03924	1.04063	2664	0	2
2024.12.20	17:45:00	1.04063	1.04072	1.03910	1.03968	2957	0	2
2024.12.20	18:00:00	1.03969	1.04039	1.03959	1.04014	2499	0	2
2024.12.20	18:15:00	1.04013	1.04191	1.04006	1.04125	1927	0	2
2024.12.20	18:30:00	1.04125	1.04340	1.04122	1.04265	2163	0	2
2024.12.20	18:45:00	1.04266	1.04356	1.04245	1.04281	2388	0	2
2024.12.20	19:00:00	1.04281	1.04409	1.04256	1.04387	1844	0	2
2024.12.20	19:15:00	1.04386	1.04448	1.04374	1.04382	1564	0	2
2024.12.20	19:30:00	1.04383	1.04383	1.04301	1.04336	1658	0	2
2024.12.20	19:45:00	1.04336	1.04337	1.04279	1.04285	1461	0	2
2024.12.20	20:00:00	1.04284	1.04327	1.04250	1.04314	1362	0	2
2024.12.20	20:15:00	1.04314	1.04315	1.04237	1.04242	1033	0	2
2024.12.20	20:30:00	1.04241	1.04406	1.04221	1.04405	871	0	2
2024.12.20	20:45:00	1.04406	1.04429	1.04360	1.04368	890	0	3
2024.12.20	21:00:00	1.04367	1.04421	1.04339	1.04402	999	0	3
2024.12.20	21:15:00	1.04403	1.04448	1.04396	1.04436	753	0	2
2024.12.20	21:30:00	1.04435	1.04451	1.04404	1.04436	872	0	2
2024.12.20	21:45:00	1.04437	1.04474	1.04414	1.04447	857	0	2
2024.12.20	22:00:00	1.04446	1.04471	1.04384	1.04451	836	0	2
2024.12.20	22:15:00	1.04451	1.04464	1.04431	1.04441	656	0	2
2024.12.20	22:30:00	1.04441	1.04441	1.04376	1.04398	951	0	2
2024.12.20	22:45:00	1.04398	1.04405	1.04286	1.04287	984	0	2
2024.12.20	23:00:00	1.04286	1.04334	1.04265	1.04278	774	0	3
2024.12.20	23:15:00	1.04279	1.04288	1.04250	1.04253	362	0	3
2024.12.20	23:30:00	1.04253	1.04265	1.04218	1.04265	270	0	2
2024.12.20	23:45:00	1.04265	1.04290	1.04263	1.04284	338	0	2
2024.12.23	00:00:00	1.04295	1.04295	1.04283	1.04287	42	0	36
2024.12.23	00:15:00	1.04286	1.04356	1.04283	1.04356	159	0	22
2024.12.23	00:30:00	1.04357	1.04448	1.04313	1.04321	471	0	21
2024.12.23	00:45:00	1.04323	1.04379	1.04320	1.04339	319	0	21
2024.12.23	01:00:00	1.04339	1.04439	1.04311	1.04381	997	0	2
2024.12.23	01:15:00	1.04380	1.04383	1.04311	1.04317	639	0	2
2024.12.23	01:30:00	1.04317	1.04328	1.04302	1.04318	402	0	2
2024.12.23	01:45:00	1.04319	1.04342	1.04315	1.04337	333	0	2
2024.12.23	02:00:00	1.04337	1.04369	1.04335	1.04339	518	0	2
2024.12.23	02:15:00	1.04338	1.04360	1.04335	1.04356	332	0	2
2024.12.23	02:30:00	1.04355	1.04356	1.04323	1.04333	451	0	2
2024.12.23	02:45:00	1.04334	1.04345	1.04306	1.04319	594	0	2
2024.12.23	03:00:00	1.04319	1.04326	1.04278	1.04295	723	0	2
2024.12.23	03:15:00	1.04294	1.04313	1.04267	1.04309	558	0	2
2024.12.23	03:30:00	1.04308	1.04335	1.04308	1.04324	643	0	2
2024.12.23	03:45:00	1.04322	1.04383	1.04322	1.04360	541	0	2
2024.12.23	04:00:00	1.04360	1.04407	1.04359	1.04389	549	0	2
2024.12.23	04:15:00	1.04390	1.04409	1.04378	1.04398	449	0	2
2024.12.23	04:30:00	1.04398	1.04432	1.04389	1.04406	608	0	2
2024.12.23	04:45:00	1.04405	1.04430	1.04390	1.04406	413	0	2
2024.12.23	05:00:00	1.04406	1.04411	1.04385	1.04408	401	0	2
2024.12.23	05:15:00	1.04407	1.04411	1.04385	1.04401	312	0	2
2024.12.23	05:30:00	1.04402	1.04421	1.04394	1.04406	263	0	2
2024.12.23	05:45:00	1.04404	1.04426	1.04383	1.04393	365	0	2
2024.12.23	06:00:00	1.04393	1.04417	1.04388	1.04416	210	0	2
2024.12.23	06:15:00	1.04416	1.04423	1.04406	1.04415	333	0	2
2024.12.23	06:30:00	1.04415	1.04432	1.04404	1.04416	336	0	2
2024.12.23	06:45:00	1.04418	1.04455	1.04411	1.04429	282	0	2
2024.12.23	07:00:00	1.04430	1.04442	1.04402	1.04410	538	0	2
2024.12.23	07:15:00	1.04411	1.04426	1.04399	1.04411	321	0	2
2024.12.23	07:30:00	1.04412	1.04421	1.04396	1.04408	276	0	2
2024.12.23	07:45:00	1.04409	1.04432	1.04394	1.04402	385	0	2
2024.12.23	08:00:00	1.04401	1.04420	1.04368	1.04398	688	0	2
2024.12.23	08:15:00	1.04397	1.04417	1.04356	1.04364	601	0	2
2024.12.23	08:30:00	1.04364	1.04381	1.04341	1.04381	522	0	2
2024.12.23	08:45:00	1.04381	1.04386	1.04330	1.04339	554	0	2
2024.12.23	09:00:00	1.04339	1.04368	1.04321	1.04356	698	0	2
2024.12.23	09:15:00	1.04356	1.04359	1.04302	1.04320	690	0	2
2024.12.23	09:30:00	1.04320	1.04321	1.04227	1.04228	883	0	2
2024.12.23	09:45:00	1.04229	1.04234	1.04112	1.04127	1577	0	2
2024.12.23	10:00:00	1.04127	1.04180	1.04125	1.04157	1192	0	2
2024.12.23	10:15:00	1.04157	1.04177	1.04072	1.04108	1200	0	2
2024.12.23	10:30:00	1.04106	1.04139	1.04082	1.04119	1159	0	2
2024.12.23	10:45:00	1.04119	1.04189	1.04116	1.04179	970	0	2
2024.12.23	11:00:00	1.04180	1.04191	1.04116	1.04180	1275	0	2
2024.12.23	11:15:00	1.04178	1.04196	1.04155	1.04183	952	0	2
2024.12.23	11:30:00	1.04182	1.04193	1.04112	1.04116	1024	0	2
2024.12.23	11:45:00	1.04116	1.04134	1.04072	1.04078	737	0	2
2024.12.23	12:00:00	1.04078	1.04090	1.04037	1.04089	946	0	2
2024.12.23	12:15:00	1.04089	1.04099	1.04025	1.04043	730	0	2
2024.12.23	12:30:00	1.04042	1.04044	1.03943	1.03962	814	0	2
2024.12.23	12:45:00	1.03962	1.03962	1.03866	1.03899	1571	0	2
2024.12.23	13:00:00	1.03899	1.03984	1.03898	1.03966	827	0	2
2024.12.23	13:15:00	1.03967	1.04003	1.03951	1.03986	805	0	2
2024.12.23	13:30:00	1.03984	1.03987	1.03873	1.03920	1048	0	2
2024.12.23	13:45:00	1.03920	1.04011	1.03911	1.04001	875	0	2
2024.12.23	14:00:00	1.04001	1.04014	1.03922	1.03923	981	0	2
2024.12.23	14:15:00	1.03923	1.03928	1.03856	1.03898	1134	0	2
2024.12.23	14:30:00	1.03898	1.03941	1.03888	1.03925	1067	0	2
2024.12.23	14:45:00	1.03924	1.03985	1.03891	1.03954	1249	0	2
2024.12.23	15:00:00	1.03955	1.03986	1.03909	1.03911	1573	0	2
2024.12.23	15:15:00	1.03911	1.03989	1.03881	1.03972	1043	0	2
2024.12.23	15:30:00	1.03972	1.03997	1.03908	1.03941	1774	0	2
2024.12.23	15:45:00	1.03941	1.04028	1.03938	1.03994	1221	0	2
2024.12.23	16:00:00	1.03996	1.04085	1.03979	1.04042	1623	0	2
2024.12.23	16:15:00	1.04043	1.04080	1.04008	1.04022	1313	0	2
2024.12.23	16:30:00	1.04023	1.04024	1.03962	1.03973	1428	0	2
2024.12.23	16:45:00	1.03973	1.04009	1.03914	1.03938	1560	0	2
2024.12.23	17:00:00	1.03936	1.03947	1.03842	1.03925	2000	0	2
2024.12.23	17:15:00	1.03925	1.03961	1.03899	1.03906	1661	0	2
2024.12.23	17:30:00	1.03906	1.03968	1.03902	1.03960	1367	0	2
2024.12.23	17:45:00	1.03960	1.03960	1.03892	1.03909	1549	0	2
2024.12.23	18:00:00	1.03908	1.03990	1.03893	1.03982	1298	0	2
2024.12.23	18:15:00	1.03981	1.03998	1.03932	1.03971	1276	0	2
2024.12.23	18:30:00	1.03971	1.04093	1.03968	1.04077	1044	0	2
2024.12.23	18:45:00	1.04076	1.04105	1.04047	1.04079	1226	0	2
2024.12.23	19:00:00	1.04079	1.04179	1.04068	1.04162	952	0	2
2024.12.23	19:15:00	1.04162	1.04168	1.04076	1.04077	973	0	2
2024.12.23	19:30:00	1.04077	1.04077	1.04019	1.04020	751	0	2
2024.12.23	19:45:00	1.04020	1.04020	1.03963	1.03974	899	0	2
2024.12.23	20:00:00	1.03975	1.04093	1.03974	1.04079	869	0	2
2024.12.23	20:15:00	1.04079	1.04109	1.04049	1.04098	666	0	2
2024.12.23	20:30:00	1.04097	1.04125	1.04054	1.04064	608	0	2
2024.12.23	20:45:00	1.04063	1.04096	1.04051	1.04087	485	0	2
2024.12.23	21:00:00	1.04086	1.04093	1.04010	1.04011	630	0	2
2024.12.23	21:15:00	1.04011	1.04023	1.03991	1.04007	536	0	2
2024.12.23	21:30:00	1.04007	1.04108	1.04007	1.04096	568	0	2
2024.12.23	21:45:00	1.04097	1.04122	1.04071	1.04114	819	0	2
2024.12.23	22:00:00	1.04112	1.04143	1.04040	1.04052	732	0	2
2024.12.23	22:15:00	1.04052	1.04064	1.04031	1.04061	526	0	2
2024.12.23	22:30:00	1.04061	1.04071	1.04037	1.04056	372	0	2
2024.12.23	22:45:00	1.04056	1.04088	1.04054	1.04058	473	0	2
2024.12.23	23:00:00	1.04059	1.04070	1.04039	1.04060	576	0	2
2024.12.23	23:15:00	1.04060	1.04066	1.04051	1.04055	125	0	4
2024.12.23	23:30:00	1.04057	1.04080	1.04057	1.04060	153	0	2
2024.12.23	23:45:00	1.04060	1.04063	1.04049	1.04059	201	0	2
2024.12.24	00:00:00	1.04051	1.04058	1.04022	1.04040	251	0	21
2024.12.24	00:15:00	1.04041	1.04061	1.04035	1.04060	184	0	22
2024.12.24	00:30:00	1.04059	1.04064	1.04054	1.04057	74	0	18
2024.12.24	00:45:00	1.04056	1.04057	1.04047	1.04048	92	0	9
2024.12.24	01:00:00	1.04048	1.04082	1.04046	1.04066	185	0	2
2024.12.24	01:15:00	1.04066	1.04086	1.04058	1.04073	214	0	2
2024.12.24	01:30:00	1.04073	1.04078	1.04050	1.04057	205	0	2
2024.12.24	01:45:00	1.04058	1.04060	1.04034	1.04042	204	0	2
2024.12.24	02:00:00	1.04042	1.04046	1.04011	1.04019	427	0	2
2024.12.24	02:15:00	1.04019	1.04020	1.03987	1.03998	283	0	2
2024.12.24	02:30:00	1.03998	1.04001	1.03980	1.03994	179	0	2
2024.12.24	02:45:00	1.03994	1.04005	1.03980	1.04002	270	0	2
2024.12.24	03:00:00	1.04004	1.04046	1.03997	1.04004	293	0	2
2024.12.24	03:15:00	1.04006	1.04030	1.04003	1.04010	261	0	2
2024.12.24	03:30:00	1.04010	1.04026	1.04005	1.04006	285	0	2
2024.12.24	03:45:00	1.04006	1.04034	1.04003	1.04027	434	0	2
2024.12.24	04:00:00	1.04027	1.04088	1.04026	1.04077	527	0	2
2024.12.24	04:15:00	1.04076	1.04077	1.04023	1.04031	332	0	2
2024.12.24	04:30:00	1.04031	1.04031	1.03965	1.03978	400	0	2
2024.12.24	04:45:00	1.03978	1.04006	1.03977	1.03996	195	0	2
2024.12.24	05:00:00	1.03996	1.04003	1.03951	1.03966	587	0	2
2024.12.24	05:15:00	1.03967	1.03969	1.03948	1.03955	619	0	2
2024.12.24	05:30:00	1.03954	1.03974	1.03948	1.03951	336	0	2
2024.12.24	05:45:00	1.03951	1.03955	1.03886	1.03908	391	0	2
2024.12.24	06:00:00	1.03909	1.03932	1.03908	1.03927	278	0	2
2024.12.24	06:15:00	1.03926	1.03956	1.03913	1.03955	262	0	2
2024.12.24	06:30:00	1.03955	1.03971	1.03946	1.03964	235	0	2
2024.12.24	06:45:00	1.03964	1.03967	1.03947	1.03966	197	0	2
2024.12.24	07:00:00	1.03966	1.03975	1.03941	1.03941	326	0	2
2024.12.24	07:15:00	1.03941	1.03963	1.03936	1.03946	187	0	2
2024.12.24	07:30:00	1.03945	1.03956	1.03940	1.03950	198	0	2
2024.12.24	07:45:00	1.03950	1.03972	1.03946	1.03969	353	0	2
