<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2025.02.12	22:30:00	1.03961	1.03975	1.03921	1.03940	460	0	2
2025.02.12	22:45:00	1.03940	1.03959	1.03916	1.03917	544	0	2
2025.02.12	23:00:00	1.03917	1.03921	1.03817	1.03863	474	0	2
2025.02.12	23:15:00	1.03863	1.03890	1.03859	1.03870	226	0	3
2025.02.12	23:30:00	1.03870	1.03876	1.03810	1.03824	211	0	3
2025.02.12	23:45:00	1.03824	1.03840	1.03812	1.03819	164	0	7
2025.02.13	00:00:00	1.03838	1.03853	1.03832	1.03832	70	0	23
2025.02.13	00:15:00	1.03832	1.03840	1.03815	1.03839	68	0	29
2025.02.13	00:30:00	1.03837	1.03852	1.03837	1.03840	236	0	22
2025.02.13	00:45:00	1.03840	1.03847	1.03831	1.03832	248	0	22
2025.02.13	01:00:00	1.03836	1.03876	1.03836	1.03858	296	0	2
2025.02.13	01:15:00	1.03858	1.03887	1.03857	1.03887	312	0	2
2025.02.13	01:30:00	1.03885	1.03885	1.03864	1.03872	194	0	2
2025.02.13	01:45:00	1.03872	1.03923	1.03870	1.03923	309	0	2
2025.02.13	02:00:00	1.03923	1.03957	1.03916	1.03928	313	0	2
2025.02.13	02:15:00	1.03928	1.03979	1.03896	1.03952	303	0	2
2025.02.13	02:30:00	1.03952	1.04005	1.03951	1.03995	356	0	2
2025.02.13	02:45:00	1.03995	1.03999	1.03881	1.03896	494	0	2
2025.02.13	03:00:00	1.03895	1.03932	1.03872	1.03926	672	0	2
2025.02.13	03:15:00	1.03923	1.03962	1.03914	1.03930	530	0	2
2025.02.13	03:30:00	1.03928	1.03974	1.03916	1.03974	619	0	2
2025.02.13	03:45:00	1.03974	1.04018	1.03966	1.03998	615	0	2
2025.02.13	04:00:00	1.03998	1.04005	1.03965	1.03978	538	0	2
2025.02.13	04:15:00	1.03978	1.04027	1.03973	1.04027	484	0	2
2025.02.13	04:30:00	1.04027	1.04078	1.04027	1.04067	493	0	2
2025.02.13	04:45:00	1.04067	1.04067	1.04031	1.04038	550	0	2
2025.02.13	05:00:00	1.04040	1.04091	1.04034	1.04091	475	0	2
2025.02.13	05:15:00	1.04092	1.04147	1.04081	1.04135	559	0	2
2025.02.13	05:30:00	1.04135	1.04200	1.04131	1.04165	446	0	2
2025.02.13	05:45:00	1.04165	1.04219	1.04165	1.04190	404	0	2
2025.02.13	06:00:00	1.04190	1.04293	1.04186	1.04293	582	0	2
2025.02.13	06:15:00	1.04292	1.04301	1.04239	1.04275	542	0	2
2025.02.13	06:30:00	1.04277	1.04354	1.04273	1.04331	545	0	2
2025.02.13	06:45:00	1.04331	1.04351	1.04305	1.04346	506	0	2
2025.02.13	07:00:00	1.04347	1.04384	1.04331	1.04353	639	0	2
2025.02.13	07:15:00	1.04353	1.04376	1.04332	1.04375	412	0	2
2025.02.13	07:30:00	1.04374	1.04375	1.04305	1.04315	518	0	2
2025.02.13	07:45:00	1.04315	1.04359	1.04309	1.04350	518	0	2
2025.02.13	08:00:00	1.04350	1.04376	1.04326	1.04361	661	0	2
2025.02.13	08:15:00	1.04361	1.04401	1.04359	1.04369	732	0	2
2025.02.13	08:30:00	1.04369	1.04375	1.04324	1.04326	544	0	2
2025.02.13	08:45:00	1.04327	1.04340	1.04286	1.04309	542	0	2
2025.02.13	09:00:00	1.04309	1.04367	1.04309	1.04324	906	0	2
2025.02.13	09:15:00	1.04324	1.04351	1.04269	1.04274	728	0	2
2025.02.13	09:30:00	1.04277	1.04346	1.04270	1.04328	744	0	2
2025.02.13	09:45:00	1.04328	1.04336	1.04224	1.04256	938	0	2
2025.02.13	10:00:00	1.04258	1.04265	1.04159	1.04202	951	0	2
2025.02.13	10:15:00	1.04201	1.04248	1.04167	1.04194	1056	0	2
2025.02.13	10:30:00	1.04194	1.04198	1.04122	1.04167	795	0	2
2025.02.13	10:45:00	1.04166	1.04169	1.04105	1.04137	795	0	2
2025.02.13	11:00:00	1.04138	1.04196	1.04110	1.04184	837	0	2
2025.02.13	11:15:00	1.04184	1.04191	1.04126	1.04138	654	0	2
2025.02.13	11:30:00	1.04138	1.04197	1.04116	1.04196	694	0	2
2025.02.13	11:45:00	1.04197	1.04264	1.04194	1.04232	638	0	2
2025.02.13	12:00:00	1.04232	1.04288	1.04226	1.04286	627	0	2
2025.02.13	12:15:00	1.04285	1.04292	1.04242	1.04243	633	0	2
2025.02.13	12:30:00	1.04243	1.04247	1.04193	1.04203	603	0	2
2025.02.13	12:45:00	1.04203	1.04215	1.04135	1.04157	589	0	2
2025.02.13	13:00:00	1.04157	1.04275	1.04157	1.04249	663	0	2
2025.02.13	13:15:00	1.04248	1.04248	1.04194	1.04197	504	0	2
2025.02.13	13:30:00	1.04197	1.04212	1.04183	1.04199	549	0	2
2025.02.13	13:45:00	1.04199	1.04201	1.03926	1.04030	1541	0	2
2025.02.13	14:00:00	1.04030	1.04034	1.03877	1.03878	1082	0	2
2025.02.13	14:15:00	1.03878	1.03963	1.03858	1.03947	677	0	2
2025.02.13	14:30:00	1.03947	1.03997	1.03921	1.03997	648	0	2
2025.02.13	14:45:00	1.03997	1.04006	1.03888	1.03893	794	0	2
2025.02.13	15:00:00	1.03893	1.03941	1.03863	1.03917	736	0	2
2025.02.13	15:15:00	1.03917	1.03945	1.03843	1.03851	788	0	2
2025.02.13	15:30:00	1.03851	1.04072	1.03750	1.03995	1921	0	2
2025.02.13	15:45:00	1.03994	1.04003	1.03889	1.03927	1325	0	2
2025.02.13	16:00:00	1.03928	1.03928	1.03820	1.03873	1186	0	2
2025.02.13	16:15:00	1.03873	1.03942	1.03834	1.03848	971	0	2
2025.02.13	16:30:00	1.03848	1.03920	1.03838	1.03893	908	0	2
2025.02.13	16:45:00	1.03893	1.04015	1.03883	1.03992	725	0	2
2025.02.13	17:00:00	1.03991	1.04281	1.03991	1.04261	1431	0	2
2025.02.13	17:15:00	1.04262	1.04384	1.04220	1.04255	1363	0	2
2025.02.13	17:30:00	1.04255	1.04344	1.04212	1.04247	1090	0	2
2025.02.13	17:45:00	1.04248	1.04367	1.04247	1.04338	1155	0	2
2025.02.13	18:00:00	1.04336	1.04413	1.04307	1.04407	894	0	2
2025.02.13	18:15:00	1.04407	1.04452	1.04402	1.04424	656	0	2
2025.02.13	18:30:00	1.04424	1.04426	1.04250	1.04250	752	0	2
2025.02.13	18:45:00	1.04250	1.04288	1.04243	1.04281	677	0	2
2025.02.13	19:00:00	1.04281	1.04334	1.04257	1.04310	684	0	2
2025.02.13	19:15:00	1.04309	1.04378	1.04301	1.04356	579	0	2
2025.02.13	19:30:00	1.04356	1.04389	1.04310	1.04311	640	0	2
2025.02.13	19:45:00	1.04311	1.04339	1.04251	1.04253	658	0	2
2025.02.13	20:00:00	1.04254	1.04275	1.04201	1.04247	842	0	2
2025.02.13	20:15:00	1.04247	1.04277	1.04169	1.04260	884	0	2
2025.02.13	20:30:00	1.04260	1.04317	1.03732	1.04034	1464	0	2
2025.02.13	20:45:00	1.04029	1.04182	1.03903	1.04094	1938	0	3
2025.02.13	21:00:00	1.04095	1.04335	1.04086	1.04302	1174	0	2
2025.02.13	21:15:00	1.04300	1.04412	1.04298	1.04394	1014	0	2
2025.02.13	21:30:00	1.04394	1.04427	1.04340	1.04343	653	0	2
2025.02.13	21:45:00	1.04343	1.04412	1.04303	1.04372	745	0	2
2025.02.13	22:00:00	1.04372	1.04468	1.04355	1.04467	441	0	2
2025.02.13	22:15:00	1.04467	1.04605	1.04460	1.04578	661	0	2
2025.02.13	22:30:00	1.04578	1.04617	1.04560	1.04561	498	0	2
2025.02.13	22:45:00	1.04561	1.04659	1.04558	1.04617	578	0	2
2025.02.13	23:00:00	1.04621	1.04629	1.04570	1.04592	280	0	2
2025.02.13	23:15:00	1.04592	1.04612	1.04590	1.04597	233	0	2
2025.02.13	23:30:00	1.04597	1.04637	1.04592	1.04637	246	0	2
2025.02.13	23:45:00	1.04635	1.04666	1.04629	1.04647	216	0	7
2025.02.14	00:00:00	1.04630	1.04642	1.04622	1.04641	69	0	23
2025.02.14	00:15:00	1.04641	1.04675	1.04632	1.04671	167	0	23
2025.02.14	00:30:00	1.04671	1.04682	1.04655	1.04662	182	0	22
2025.02.14	00:45:00	1.04662	1.04674	1.04634	1.04659	198	0	22
2025.02.14	01:00:00	1.04674	1.04674	1.04633	1.04661	378	0	2
2025.02.14	01:15:00	1.04661	1.04672	1.04627	1.04639	370	0	2
2025.02.14	01:30:00	1.04639	1.04646	1.04560	1.04616	343	0	2
2025.02.14	01:45:00	1.04616	1.04626	1.04590	1.04616	362	0	2
2025.02.14	02:00:00	1.04616	1.04629	1.04577	1.04592	505	0	2
2025.02.14	02:15:00	1.04591	1.04670	1.04586	1.04646	433	0	2
2025.02.14	02:30:00	1.04646	1.04646	1.04616	1.04641	460	0	2
2025.02.14	02:45:00	1.04641	1.04644	1.04590	1.04609	521	0	2
2025.02.14	03:00:00	1.04609	1.04624	1.04587	1.04588	645	0	2
2025.02.14	03:15:00	1.04588	1.04670	1.04588	1.04630	621	0	2
2025.02.14	03:30:00	1.04630	1.04652	1.04615	1.04628	580	0	2
2025.02.14	03:45:00	1.04628	1.04641	1.04582	1.04592	634	0	2
2025.02.14	04:00:00	1.04591	1.04610	1.04578	1.04598	476	0	2
2025.02.14	04:15:00	1.04599	1.04601	1.04568	1.04572	371	0	2
2025.02.14	04:30:00	1.04574	1.04581	1.04551	1.04563	405	0	2
2025.02.14	04:45:00	1.04561	1.04590	1.04552	1.04568	494	0	2
2025.02.14	05:00:00	1.04568	1.04570	1.04539	1.04564	393	0	2
2025.02.14	05:15:00	1.04564	1.04586	1.04552	1.04574	403	0	2
2025.02.14	05:30:00	1.04573	1.04617	1.04570	1.04572	427	0	2
2025.02.14	05:45:00	1.04572	1.04593	1.04570	1.04587	343	0	2
2025.02.14	06:00:00	1.04587	1.04626	1.04587	1.04622	305	0	2
2025.02.14	06:15:00	1.04622	1.04638	1.04595	1.04597	245	0	2
2025.02.14	06:30:00	1.04597	1.04612	1.04560	1.04571	316	0	2
2025.02.14	06:45:00	1.04572	1.04572	1.04547	1.04548	310	0	2
2025.02.14	07:00:00	1.04548	1.04559	1.04507	1.04512	366	0	2
2025.02.14	07:15:00	1.04510	1.04533	1.04506	1.04509	337	0	2
2025.02.14	07:30:00	1.04509	1.04515	1.04473	1.04515	413	0	2
2025.02.14	07:45:00	1.04515	1.04532	1.04505	1.04527	402	0	2
2025.02.14	08:00:00	1.04527	1.04553	1.04519	1.04549	477	0	2
2025.02.14	08:15:00	1.04550	1.04584	1.04546	1.04558	505	0	2
2025.02.14	08:30:00	1.04558	1.04598	1.04556	1.04598	546	0	2
2025.02.14	08:45:00	1.04598	1.04609	1.04573	1.04587	591	0	2
2025.02.14	09:00:00	1.04587	1.04721	1.04585	1.04703	830	0	2
2025.02.14	09:15:00	1.04703	1.04719	1.04671	1.04680	678	0	2
2025.02.14	09:30:00	1.04680	1.04699	1.04636	1.04646	622	0	2
2025.02.14	09:45:00	1.04646	1.04683	1.04637	1.04648	725	0	2
2025.02.14	10:00:00	1.04652	1.04711	1.04636	1.04708	845	0	2
2025.02.14	10:15:00	1.04709	1.04802	1.04707	1.04784	902	0	2
2025.02.14	10:30:00	1.04785	1.04858	1.04783	1.04857	840	0	2
2025.02.14	10:45:00	1.04857	1.04865	1.04739	1.04768	917	0	2
2025.02.14	11:00:00	1.04768	1.04829	1.04767	1.04817	684	0	2
2025.02.14	11:15:00	1.04817	1.04863	1.04802	1.04852	843	0	2
2025.02.14	11:30:00	1.04852	1.04878	1.04785	1.04785	620	0	2
2025.02.14	11:45:00	1.04784	1.04819	1.04760	1.04813	612	0	2
2025.02.14	12:00:00	1.04813	1.04815	1.04759	1.04789	532	0	2
2025.02.14	12:15:00	1.04789	1.04829	1.04750	1.04750	608	0	2
2025.02.14	12:30:00	1.04751	1.04779	1.04664	1.04677	657	0	2
2025.02.14	12:45:00	1.04677	1.04704	1.04646	1.04671	571	0	2
2025.02.14	13:00:00	1.04671	1.04695	1.04629	1.04691	536	0	2
2025.02.14	13:15:00	1.04690	1.04692	1.04646	1.04658	521	0	2
2025.02.14	13:30:00	1.04658	1.04688	1.04650	1.04670	537	0	2
2025.02.14	13:45:00	1.04670	1.04684	1.04648	1.04674	480	0	2
2025.02.14	14:00:00	1.04674	1.04674	1.04570	1.04617	505	0	2
2025.02.14	14:15:00	1.04617	1.04710	1.04611	1.04686	602	0	2
2025.02.14	14:30:00	1.04688	1.04749	1.04671	1.04672	637	0	2
2025.02.14	14:45:00	1.04674	1.04723	1.04662	1.04716	660	0	2
2025.02.14	15:00:00	1.04718	1.04788	1.04711	1.04771	677	0	2
2025.02.14	15:15:00	1.04771	1.04872	1.04771	1.04835	766	0	2
2025.02.14	15:30:00	1.04884	1.04978	1.04828	1.04846	1643	0	2
2025.02.14	15:45:00	1.04847	1.04959	1.04847	1.04883	1184	0	2
2025.02.14	16:00:00	1.04883	1.04997	1.04873	1.04993	964	0	2
2025.02.14	16:15:00	1.04987	1.05007	1.04910	1.04988	1018	0	2
2025.02.14	16:30:00	1.04994	1.05100	1.04968	1.05093	1015	0	2
2025.02.14	16:45:00	1.05093	1.05143	1.05046	1.05086	905	0	2
2025.02.14	17:00:00	1.05087	1.05089	1.04954	1.04970	964	0	2
2025.02.14	17:15:00	1.04973	1.05029	1.04915	1.04915	951	0	2
2025.02.14	17:30:00	1.04915	1.05068	1.04910	1.05064	1061	0	2
2025.02.14	17:45:00	1.05064	1.05128	1.05064	1.05083	965	0	2
2025.02.14	18:00:00	1.05083	1.05101	1.05028	1.05054	848	0	2
2025.02.14	18:15:00	1.05053	1.05065	1.05002	1.05037	752	0	2
2025.02.14	18:30:00	1.05037	1.05047	1.05002	1.05002	667	0	2
2025.02.14	18:45:00	1.05003	1.05013	1.04969	1.04975	476	0	2
2025.02.14	19:00:00	1.04975	1.04985	1.04940	1.04975	547	0	2
2025.02.14	19:15:00	1.04975	1.05010	1.04962	1.04983	602	0	2
2025.02.14	19:30:00	1.04985	1.05041	1.04981	1.05030	391	0	2
2025.02.14	19:45:00	1.05030	1.05088	1.05029	1.05073	491	0	2
2025.02.14	20:00:00	1.05073	1.05082	1.05035	1.05042	403	0	2
2025.02.14	20:15:00	1.05038	1.05060	1.05012	1.05017	380	0	2
2025.02.14	20:30:00	1.05016	1.05048	1.05014	1.05017	413	0	2
2025.02.14	20:45:00	1.05016	1.05047	1.04996	1.05045	434	0	2
2025.02.14	21:00:00	1.05045	1.05051	1.04988	1.05004	438	0	2
2025.02.14	21:15:00	1.05004	1.05025	1.04998	1.04998	405	0	2
2025.02.14	21:30:00	1.04998	1.05012	1.04979	1.04990	375	0	2
2025.02.14	21:45:00	1.04990	1.05000	1.04949	1.04987	417	0	2
2025.02.14	22:00:00	1.04985	1.04985	1.04941	1.04950	453	0	2
2025.02.14	22:15:00	1.04950	1.04968	1.04937	1.04950	311	0	2
2025.02.14	22:30:00	1.04950	1.04977	1.04940	1.04945	346	0	2
2025.02.14	22:45:00	1.04945	1.04948	1.04912	1.04920	398	0	2
2025.02.14	23:00:00	1.04922	1.04939	1.04905	1.04937	369	0	2
2025.02.14	23:15:00	1.04937	1.04941	1.04931	1.04937	320	0	2
2025.02.14	23:30:00	1.04937	1.04939	1.04926	1.04936	170	0	2
2025.02.14	23:45:00	1.04936	1.04945	1.04883	1.04886	202	0	7
2025.02.17	00:00:00	1.04846	1.04873	1.04846	1.04858	79	0	23
2025.02.17	00:15:00	1.04858	1.04862	1.04858	1.04859	48	0	23
2025.02.17	00:30:00	1.04860	1.04894	1.04856	1.04887	230	0	22
2025.02.17	00:45:00	1.04887	1.04891	1.04877	1.04886	106	0	22
2025.02.17	01:00:00	1.04886	1.04937	1.04872	1.04927	409	0	2
2025.02.17	01:15:00	1.04929	1.04944	1.04850	1.04862	448	0	2
2025.02.17	01:30:00	1.04863	1.04890	1.04850	1.04890	444	0	2
2025.02.17	01:45:00	1.04890	1.04912	1.04882	1.04886	352	0	2
2025.02.17	02:00:00	1.04886	1.04912	1.04855	1.04863	456	0	2
2025.02.17	02:15:00	1.04863	1.04894	1.04855	1.04870	316	0	2
2025.02.17	02:30:00	1.04870	1.04907	1.04867	1.04895	366	0	2
2025.02.17	02:45:00	1.04895	1.04934	1.04884	1.04924	428	0	2
2025.02.17	03:00:00	1.04924	1.04939	1.04896	1.04931	481	0	2
2025.02.17	03:15:00	1.04931	1.04991	1.04908	1.04987	462	0	2
2025.02.17	03:30:00	1.04988	1.05042	1.04983	1.05034	663	0	2
2025.02.17	03:45:00	1.05034	1.05065	1.05005	1.05054	489	0	2
2025.02.17	04:00:00	1.05054	1.05055	1.04998	1.05020	457	0	2
2025.02.17	04:15:00	1.05020	1.05020	1.04988	1.05011	412	0	2
2025.02.17	04:30:00	1.05012	1.05022	1.04997	1.04997	494	0	2
2025.02.17	04:45:00	1.04996	1.05018	1.04958	1.05012	437	0	2
2025.02.17	05:00:00	1.05012	1.05035	1.04997	1.05032	454	0	2
2025.02.17	05:15:00	1.05032	1.05036	1.04950	1.04958	396	0	2
2025.02.17	05:30:00	1.04958	1.04969	1.04943	1.04960	487	0	2
2025.02.17	05:45:00	1.04961	1.04973	1.04943	1.04948	519	0	2
2025.02.17	06:00:00	1.04948	1.04955	1.04893	1.04917	382	0	2
2025.02.17	06:15:00	1.04917	1.04937	1.04912	1.04931	349	0	2
2025.02.17	06:30:00	1.04930	1.04949	1.04930	1.04948	298	0	2
2025.02.17	06:45:00	1.04949	1.04973	1.04941	1.04955	343	0	2
2025.02.17	07:00:00	1.04955	1.04982	1.04951	1.04952	510	0	2
2025.02.17	07:15:00	1.04952	1.04963	1.04891	1.04910	547	0	2
2025.02.17	07:30:00	1.04910	1.04910	1.04853	1.04877	554	0	2
2025.02.17	07:45:00	1.04877	1.04913	1.04848	1.04898	531	0	2
2025.02.17	08:00:00	1.04898	1.04903	1.04880	1.04895	415	0	2
2025.02.17	08:15:00	1.04895	1.04921	1.04881	1.04907	590	0	2
2025.02.17	08:30:00	1.04908	1.04926	1.04890	1.04918	495	0	2
2025.02.17	08:45:00	1.04917	1.04934	1.04887	1.04917	434	0	2
2025.02.17	09:00:00	1.04917	1.04955	1.04881	1.04926	690	0	2
2025.02.17	09:15:00	1.04926	1.04955	1.04882	1.04883	505	0	2
2025.02.17	09:30:00	1.04883	1.04915	1.04826	1.04866	620	0	2
2025.02.17	09:45:00	1.04864	1.04877	1.04805	1.04827	741	0	2
2025.02.17	10:00:00	1.04826	1.04850	1.04758	1.04811	990	0	2
2025.02.17	10:15:00	1.04815	1.04829	1.04728	1.04745	783	0	2
2025.02.17	10:30:00	1.04747	1.04767	1.04710	1.04763	774	0	2
2025.02.17	10:45:00	1.04763	1.04779	1.04731	1.04744	553	0	2
2025.02.17	11:00:00	1.04744	1.04778	1.04725	1.04761	627	0	2
2025.02.17	11:15:00	1.04761	1.04814	1.04748	1.04786	581	0	2
2025.02.17	11:30:00	1.04787	1.04789	1.04720	1.04747	510	0	2
2025.02.17	11:45:00	1.04747	1.04760	1.04712	1.04743	517	0	2
2025.02.17	12:00:00	1.04742	1.04827	1.04732	1.04823	595	0	2
2025.02.17	12:15:00	1.04824	1.04850	1.04816	1.04835	420	0	2
2025.02.17	12:30:00	1.04835	1.04848	1.04811	1.04818	416	0	2
2025.02.17	12:45:00	1.04818	1.04893	1.04818	1.04889	521	0	2
2025.02.17	13:00:00	1.04888	1.04892	1.04841	1.04856	448	0	2
2025.02.17	13:15:00	1.04856	1.04889	1.04823	1.04828	441	0	2
2025.02.17	13:30:00	1.04828	1.04832	1.04778	1.04794	392	0	2
2025.02.17	13:45:00	1.04794	1.04828	1.04792	1.04819	459	0	2
2025.02.17	14:00:00	1.04821	1.04845	1.04771	1.04841	464	0	2
2025.02.17	14:15:00	1.04840	1.04850	1.04761	1.04763	442	0	2
2025.02.17	14:30:00	1.04762	1.04766	1.04690	1.04702	452	0	2
2025.02.17	14:45:00	1.04702	1.04741	1.04685	1.04722	669	0	2
2025.02.17	15:00:00	1.04723	1.04744	1.04702	1.04717	396	0	2
2025.02.17	15:15:00	1.04717	1.04731	1.04671	1.04687	422	0	2
2025.02.17	15:30:00	1.04687	1.04731	1.04683	1.04729	463	0	2
2025.02.17	15:45:00	1.04729	1.04765	1.04724	1.04744	366	0	2
2025.02.17	16:00:00	1.04744	1.04782	1.04729	1.04740	446	0	2
2025.02.17	16:15:00	1.04740	1.04748	1.04713	1.04739	359	0	2
2025.02.17	16:30:00	1.04739	1.04778	1.04716	1.04767	429	0	2
2025.02.17	16:45:00	1.04766	1.04794	1.04757	1.04784	287	0	2
2025.02.17	17:00:00	1.04784	1.04842	1.04777	1.04825	426	0	2
2025.02.17	17:15:00	1.04825	1.04833	1.04780	1.04805	322	0	2
2025.02.17	17:30:00	1.04805	1.04829	1.04778	1.04788	379	0	2
2025.02.17	17:45:00	1.04788	1.04808	1.04742	1.04798	635	0	2
2025.02.17	18:00:00	1.04797	1.04820	1.04769	1.04789	571	0	2
2025.02.17	18:15:00	1.04789	1.04822	1.04779	1.04817	334	0	2
2025.02.17	18:30:00	1.04820	1.04833	1.04772	1.04780	261	0	2
2025.02.17	18:45:00	1.04780	1.04813	1.04778	1.04787	223	0	2
2025.02.17	19:00:00	1.04787	1.04816	1.04779	1.04813	222	0	2
2025.02.17	19:15:00	1.04813	1.04846	1.04812	1.04838	334	0	2
2025.02.17	19:30:00	1.04838	1.04844	1.04806	1.04823	200	0	2
2025.02.17	19:45:00	1.04823	1.04834	1.04809	1.04826	177	0	2
2025.02.17	20:00:00	1.04825	1.04825	1.04797	1.04798	99	0	2
2025.02.17	20:15:00	1.04798	1.04815	1.04798	1.04811	123	0	2
2025.02.17	20:30:00	1.04811	1.04811	1.04792	1.04801	85	0	2
2025.02.17	20:45:00	1.04801	1.04822	1.04801	1.04822	158	0	2
2025.02.17	21:00:00	1.04822	1.04830	1.04811	1.04823	210	0	2
2025.02.17	21:15:00	1.04823	1.04838	1.04823	1.04832	135	0	2
2025.02.17	21:30:00	1.04832	1.04832	1.04806	1.04810	107	0	2
2025.02.17	21:45:00	1.04811	1.04817	1.04797	1.04816	157	0	2
2025.02.17	22:00:00	1.04816	1.04817	1.04808	1.04816	92	0	2
2025.02.17	22:15:00	1.04816	1.04827	1.04812	1.04814	127	0	2
2025.02.17	22:30:00	1.04815	1.04829	1.04814	1.04823	107	0	2
2025.02.17	22:45:00	1.04823	1.04838	1.04817	1.04835	191	0	2
2025.02.17	23:00:00	1.04835	1.04839	1.04825	1.04827	83	0	2
2025.02.17	23:15:00	1.04827	1.04838	1.04826	1.04833	173	0	2
2025.02.17	23:30:00	1.04834	1.04850	1.04831	1.04839	87	0	2
2025.02.17	23:45:00	1.04839	1.04843	1.04832	1.04842	85	0	7
2025.02.18	00:00:00	1.04752	1.04798	1.04749	1.04788	84	0	42
2025.02.18	00:15:00	1.04788	1.04809	1.04769	1.04807	179	0	40
2025.02.18	00:30:00	1.04804	1.04841	1.04794	1.04827	254	0	22
2025.02.18	00:45:00	1.04827	1.04830	1.04772	1.04799	242	0	22
2025.02.18	01:00:00	1.04800	1.04839	1.04764	1.04815	272	0	2
2025.02.18	01:15:00	1.04815	1.04818	1.04786	1.04789	203	0	2
2025.02.18	01:30:00	1.04791	1.04838	1.04789	1.04836	268	0	2
2025.02.18	01:45:00	1.04836	1.04858	1.04836	1.04849	205	0	2
2025.02.18	02:00:00	1.04849	1.04863	1.04835	1.04852	422	0	2
2025.02.18	02:15:00	1.04852	1.04852	1.04790	1.04802	368	0	2
2025.02.18	02:30:00	1.04802	1.04808	1.04762	1.04768	375	0	2
2025.02.18	02:45:00	1.04774	1.04778	1.04727	1.04750	429	0	2
2025.02.18	03:00:00	1.04750	1.04755	1.04700	1.04703	567	0	2
2025.02.18	03:15:00	1.04704	1.04717	1.04640	1.04646	446	0	2
2025.02.18	03:30:00	1.04646	1.04670	1.04640	1.04652	430	0	2
2025.02.18	03:45:00	1.04651	1.04675	1.04627	1.04661	549	0	2
2025.02.18	04:00:00	1.04662	1.04694	1.04656	1.04684	418	0	2
2025.02.18	04:15:00	1.04684	1.04700	1.04665	1.04672	413	0	2
2025.02.18	04:30:00	1.04672	1.04708	1.04666	1.04681	473	0	2
2025.02.18	04:45:00	1.04681	1.04696	1.04667	1.04677	384	0	2
2025.02.18	05:00:00	1.04677	1.04696	1.04639	1.04643	455	0	2
2025.02.18	05:15:00	1.04642	1.04688	1.04641	1.04666	372	0	2
2025.02.18	05:30:00	1.04666	1.04725	1.04655	1.04669	684	0	2
2025.02.18	05:45:00	1.04668	1.04668	1.04619	1.04630	458	0	2
2025.02.18	06:00:00	1.04629	1.04629	1.04606	1.04626	374	0	2
2025.02.18	06:15:00	1.04626	1.04639	1.04589	1.04590	321	0	2
2025.02.18	06:30:00	1.04590	1.04601	1.04555	1.04577	395	0	2
2025.02.18	06:45:00	1.04578	1.04578	1.04553	1.04572	336	0	2
2025.02.18	07:00:00	1.04572	1.04591	1.04550	1.04557	378	0	2
2025.02.18	07:15:00	1.04556	1.04561	1.04545	1.04546	359	0	2
2025.02.18	07:30:00	1.04546	1.04560	1.04526	1.04533	445	0	2
2025.02.18	07:45:00	1.04533	1.04557	1.04522	1.04551	469	0	2
2025.02.18	08:00:00	1.04551	1.04577	1.04546	1.04568	499	0	2
2025.02.18	08:15:00	1.04568	1.04600	1.04560	1.04584	476	0	2
2025.02.18	08:30:00	1.04584	1.04587	1.04548	1.04583	439	0	2
2025.02.18	08:45:00	1.04583	1.04633	1.04582	1.04613	391	0	2
2025.02.18	09:00:00	1.04613	1.04681	1.04605	1.04674	707	0	2
2025.02.18	09:15:00	1.04674	1.04687	1.04607	1.04611	589	0	2
2025.02.18	09:30:00	1.04611	1.04693	1.04586	1.04687	519	0	2
2025.02.18	09:45:00	1.04690	1.04690	1.04589	1.04636	654	0	2
2025.02.18	10:00:00	1.04634	1.04667	1.04547	1.04569	712	0	2
2025.02.18	10:15:00	1.04568	1.04678	1.04568	1.04659	654	0	2
2025.02.18	10:30:00	1.04659	1.04694	1.04648	1.04663	632	0	2
2025.02.18	10:45:00	1.04663	1.04665	1.04552	1.04568	818	0	2
2025.02.18	11:00:00	1.04568	1.04603	1.04556	1.04595	656	0	2
2025.02.18	11:15:00	1.04596	1.04601	1.04570	1.04581	507	0	2
2025.02.18	11:30:00	1.04581	1.04605	1.04560	1.04593	536	0	2
2025.02.18	11:45:00	1.04593	1.04651	1.04585	1.04641	594	0	2
2025.02.18	12:00:00	1.04648	1.04672	1.04613	1.04616	601	0	2
2025.02.18	12:15:00	1.04616	1.04642	1.04602	1.04605	518	0	2
2025.02.18	12:30:00	1.04605	1.04628	1.04591	1.04604	507	0	2
2025.02.18	12:45:00	1.04604	1.04648	1.04589	1.04623	468	0	2
2025.02.18	13:00:00	1.04624	1.04644	1.04612	1.04636	484	0	2
2025.02.18	13:15:00	1.04635	1.04648	1.04624	1.04638	328	0	2
2025.02.18	13:30:00	1.04638	1.04649	1.04631	1.04636	402	0	2
2025.02.18	13:45:00	1.04636	1.04645	1.04616	1.04628	344	0	2
2025.02.18	14:00:00	1.04629	1.04670	1.04583	1.04585	557	0	2
2025.02.18	14:15:00	1.04588	1.04588	1.04530	1.04542	554	0	2
2025.02.18	14:30:00	1.04541	1.04602	1.04541	1.04589	510	0	2
2025.02.18	14:45:00	1.04589	1.04589	1.04539	1.04553	447	0	2
2025.02.18	15:00:00	1.04552	1.04570	1.04456	1.04495	808	0	2
2025.02.18	15:15:00	1.04497	1.04544	1.04480	1.04496	543	0	2
