index,time,score,orderblock,fvg,liquidity_sweep,bos,volume_cluster
499,2024-12-09 04:45:00,2,True,False,False,False,True
500,2024-12-09 05:00:00,3,True,False,False,True,True
501,2024-12-09 05:15:00,3,True,False,True,False,True
502,2024-12-09 05:30:00,2,True,False,True,False,False
503,2024-12-09 05:45:00,2,True,False,True,False,False
504,2024-12-09 06:00:00,2,True,False,True,False,False
505,2024-12-09 06:15:00,2,True,False,True,False,False
506,2024-12-09 06:30:00,2,True,False,True,False,False
507,2024-12-09 06:45:00,1,True,False,False,False,False
508,2024-12-09 07:00:00,1,True,False,False,False,False
509,2024-12-09 07:15:00,1,True,False,False,False,False
510,2024-12-09 07:30:00,1,True,False,False,False,False
511,2024-12-09 07:45:00,2,True,False,False,True,False
512,2024-12-09 08:00:00,2,True,False,False,True,False
